definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,group,estimate,lo,hi,bootstrap_valid,p,group_n,group_days
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,basket_weights,discount,0.003975121662334811,0.0015916988574242953,0.006744064349994143,1.0,0.0035,69,51
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,basket_weights,premium,-0.00525938422599585,-0.008234737319785463,-0.002536943658552829,1.0,0.0015,40,32
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,numeraire,discount,-0.009711604268564036,-0.10945833858986721,0.07722400418570172,1.0,0.8365,69,51
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,numeraire,premium,-0.004370699874914652,-0.20005648930567071,0.18249759733530263,1.0,0.965,40,32
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,global_control,discount,-0.018734036472256337,-0.09538413607142866,0.07840092623198544,1.0,0.6635,69,51
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,global_control,premium,-0.015066623651387256,-0.15915061252140128,0.13269289330331566,1.0,0.8505,40,32
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,total,discount,6.184439282492255,4.117542880633857,8.42367279379035,1.0,0.0005,69,51
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,total,premium,9.473382949191246,7.259941909287657,12.364518417773741,1.0,0.0005,40,32
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,dominance,discount,1.4211452546750662,-16.671145464800663,18.551278931451517,1.0,0.8655,69,51
CAP,12,forest40,20260927,nonoverlap,5,5,109,40,69,71,dominance,premium,5.257231775832475,-16.24653561570294,23.356288209380164,1.0,0.572,40,32
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,local,discount,3.098726109217101,-5.65566069674558,11.119673871322584,1.0,0.4525,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,local,premium,6.743602560873416,-2.0864569847158596,16.56578326387335,1.0,0.134,68,35
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,basket_price,discount,1.8901570427122891,-6.728990650417017,11.319938130894078,1.0,0.668,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,basket_price,premium,1.9684750464320226,-7.231213139260547,10.727088637283774,1.0,0.664,68,35
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,basket_weights,discount,0.00326625741987291,0.0007939151405067276,0.00644263996219907,1.0,0.024,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,basket_weights,premium,-0.0043398958934202135,-0.008334611932040227,-0.0014185812044146301,1.0,0.0185,68,35
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,numeraire,discount,-0.011479557094152378,-0.09845993777890805,0.07563370145463236,1.0,0.7905,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,numeraire,premium,-0.07800512859472819,-0.22420073581108435,0.04447279924895888,1.0,0.2515,68,35
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,global_control,discount,-0.0005631579895561004,-0.07483126381196709,0.09260715735206883,1.0,0.9925,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,global_control,premium,-0.07184936231221983,-0.25144583516826396,0.10323873601090723,1.0,0.446,68,35
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,total,discount,4.980106694265556,3.789254466170752,6.304675363786963,1.0,0.0005,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,total,premium,8.557883220505042,7.157131416317546,10.609275323279311,1.0,0.0005,68,35
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,dominance,discount,1.208569066504812,-17.223830576007124,18.001519427426324,1.0,0.8925,147,58
CAP,12,forest40,20260927,overlap,5,5,215,68,147,71,dominance,premium,4.775127514441397,-12.746683979452886,23.761453728198546,1.0,0.599,68,35
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,local,discount,0.9916445252255972,-5.159495874153236,10.47878559621692,1.0,0.7785,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,local,premium,1.511310638741517,-9.641839491465552,15.67247011853481,1.0,0.793,28,14
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,basket_price,discount,7.064047821555777,-2.8879335891770235,13.538232550497554,1.0,0.0815,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,basket_price,premium,8.268336681884964,-4.877335284972522,21.71411212551716,1.0,0.181,28,14
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,basket_weights,discount,0.0003250619626956936,-0.0028703184132569935,0.003223286169558735,1.0,0.8155,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,basket_weights,premium,-0.007358219848813291,-0.01567625548481316,-0.001342771075219624,1.0,0.0485,28,14
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,numeraire,discount,-0.0376953515695064,-0.1541731587047167,0.10426243388446463,1.0,0.4935,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,numeraire,premium,0.00025135424572259827,-0.32226361498835976,0.19804687450406455,1.0,0.998,28,14
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,global_control,discount,-0.08729147262519629,-0.19256978118726714,0.13224837714800824,1.0,0.2365,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,global_control,premium,-0.025633210215335423,-0.1196216476715653,0.10765948290440874,1.0,0.611,28,14
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,total,discount,7.93103058454914,6.275933185603774,9.88871079849127,1.0,0.0005,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,total,premium,9.746907244808172,7.5604522715232365,14.48351597579847,1.0,0.0005,28,14
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,dominance,discount,-6.072403296330181,-18.299824601183843,13.228255195855764,1.0,0.4195,37,19
CAP,12,forest40,20260927,2025-12,5,5,65,28,37,22,dominance,premium,-6.757026043143446,-30.743234836987117,20.220808962695724,1.0,0.5445,28,14
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,local,discount,7.044550518142687,-1.9493151474922403,15.734595341973444,1.0,0.109,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,local,premium,7.581278272064372,-2.450139893426538,17.349086086812804,1.0,0.129,63,27
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,basket_price,discount,-1.588554669468512,-10.73811871753477,8.04289845834026,1.0,0.7365,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,basket_price,premium,2.7801684068950596,-7.021549820815796,13.04727021345946,1.0,0.57,63,27
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,basket_weights,discount,0.0035490467578660305,0.0013326352727942236,0.006850155760024602,1.0,0.017,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,basket_weights,premium,-0.002645536270433217,-0.004649620649255279,-0.0006367413815031898,1.0,0.014,63,27
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,numeraire,discount,-0.07210303936334991,-0.17154610764147937,0.015947826349028957,1.0,0.141,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,numeraire,premium,-0.053867999956043036,-0.21502726610348763,0.09777601417689179,1.0,0.5085,63,27
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,global_control,discount,0.015703533104949586,-0.06255874595749314,0.11218096572472931,1.0,0.733,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,global_control,premium,-0.08430243861693894,-0.29279136306936865,0.10458713815349362,1.0,0.481,63,27
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,total,discount,5.403145389173677,4.097691465914943,6.993554034805763,1.0,0.0005,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,total,premium,10.220630704115878,8.18011068189603,12.816760964351358,1.0,0.0005,63,27
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,dominance,discount,8.6331051876112,-9.959219403335322,26.427679987116463,1.0,0.3265,147,46
CAP,12,forest40,20260927,without_2025-12,5,5,210,63,147,52,dominance,premium,4.8011098651693125,-15.304421138606097,24.245815457006636,1.0,0.625,63,27
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,local,discount,9.847722526362404,-5.341274611995617,25.300097677344436,1.0,0.1985,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,local,premium,15.5002348925567,-13.11615589708843,28.862842736141015,1.0,0.1465,14,6
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,basket_price,discount,-5.170691154031877,-20.574385087212423,10.569152036538314,1.0,0.4885,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,basket_price,premium,-7.4207614807608495,-21.121032011925813,22.269489263083305,1.0,0.549,14,6
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,basket_weights,discount,0.0028431147032798817,0.0006493725698373556,0.005200877512541978,1.0,0.018,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,basket_weights,premium,-0.00503381165986287,-0.012568984154148246,-0.0005913240272267898,1.0,0.0755,14,6
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,numeraire,discount,-0.052919059995709915,-0.19252268125916416,0.0646772384992946,1.0,0.428,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,numeraire,premium,-0.18251172112164632,-0.7076813220724076,0.2249338946847167,1.0,0.327,14,6
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,global_control,discount,0.026503051587418516,-0.11536123574725168,0.28704843565441723,1.0,0.7725,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,global_control,premium,-0.41193314467283637,-0.8292510363348603,0.4958109343121019,1.0,0.299,14,6
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,total,discount,4.653458478625694,3.3901093350328404,6.886179815313157,1.0,0.0005,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,total,premium,7.479994734341121,5.454597588092485,10.674525832253114,1.0,0.0005,14,6
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,dominance,discount,15.018413680394286,-15.577623296285095,45.70004033954734,1.0,0.3185,64,18
CAP,12,forest40,20260927,2026-01,5,5,78,14,64,19,dominance,premium,22.920996373317543,-35.385645160171734,49.821896487546354,1.0,0.2865,14,6
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,local,discount,3.6832127659427356,-3.8734706238117695,10.956274877790372,1.0,0.329,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,local,premium,3.934207019857454,-3.9607323383577917,12.17494708788324,1.0,0.321,77,35
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,basket_price,discount,2.9898038903644393,-5.251903282826554,11.744070910698703,1.0,0.481,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,basket_price,premium,6.630580486465191,-1.0894509760575415,14.326097071619547,1.0,0.0895,77,35
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,basket_weights,discount,0.0029314818751344563,0.0004544940901891724,0.007042612485997467,1.0,0.0765,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,basket_weights,premium,-0.003925007500856945,-0.0070486366502804315,-0.0011330801442226844,1.0,0.013,77,35
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,numeraire,discount,-0.0717254579563228,-0.18229483222702644,0.03040195824531754,1.0,0.1775,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,numeraire,premium,-0.010798467307109491,-0.15366294541661477,0.10510947732767559,1.0,0.872,77,35
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,global_control,discount,-0.02181300351916215,-0.09139887868990883,0.06009620434383615,1.0,0.5495,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,global_control,premium,-0.003398954460738114,-0.05638383264985796,0.054457053660222424,1.0,0.9,77,35
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,total,discount,6.582409676706701,5.029416861963124,8.282827616251515,1.0,0.0005,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,total,premium,10.546665077053941,8.68716052546598,12.927604601984026,1.0,0.0005,77,35
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,dominance,discount,0.6934088755782984,-15.6638436848435,16.08205046007337,1.0,0.9315,120,47
CAP,12,forest40,20260927,without_2026-01,5,5,197,77,120,55,dominance,premium,-2.6963734666077346,-18.209526914844076,13.031320335323567,1.0,0.742,77,35
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,local,discount,-6.414572260149307,-20.77037758133543,8.203460209645023,1.0,0.4035,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,local,premium,3.1933044534819808,-13.254251698984035,15.257943385134718,1.0,0.615,27,13
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,basket_price,discount,13.650856240914136,-1.6232587169608579,29.97413376089076,1.0,0.0915,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,basket_price,premium,6.532374363718005,-5.918578177047751,23.49728700166287,1.0,0.3375,27,13
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,basket_weights,discount,0.008727354642034599,0.0008522333136914187,0.02382474806759657,1.0,0.111,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,basket_weights,premium,-0.003019152958223815,-0.006843632106527409,0.001206701077057238,1.0,0.141,27,13
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,numeraire,discount,0.07467101150649132,-0.13834656671253565,0.2685176032485943,1.0,0.516,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,numeraire,premium,0.026342751523872443,-0.06409142348520869,0.14841829765513145,1.0,0.6005,27,13
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,global_control,discount,0.019749163381703377,-0.12551686586350605,0.18841126339134565,1.0,0.69,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,global_control,premium,0.06235615475157125,-0.05468472807672158,0.16789257519892448,1.0,0.2315,27,13
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,total,discount,7.339431510294769,4.588050817551301,12.032274427053558,1.0,0.003,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,total,premium,9.811358570517234,7.703659627559337,13.403849137047132,1.0,0.001,27,13
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,dominance,discount,-20.06542850106345,-50.435842928813884,9.36692020956356,1.0,0.184,31,14
CAP,12,forest40,20260927,2026-02,5,5,58,27,31,19,dominance,premium,-3.3390699102360255,-37.438749030329774,21.2505176202998,1.0,0.7995,27,13
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,local,discount,8.30778767101275,0.15311441613850532,16.31169435705493,1.0,0.044,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,local,premium,6.7768438872000685,-2.6348202897913477,16.55363160032066,1.0,0.1635,64,28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,basket_price,discount,-2.5838190227623903,-10.92515709825495,6.257067867824945,1.0,0.566,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,basket_price,premium,3.598280139168463,-5.569705289456428,12.992711229383342,1.0,0.4465,64,28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,basket_weights,discount,0.0017201906674704226,0.00046232882936741635,0.0030242561518465743,1.0,0.0115,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,basket_weights,premium,-0.004549715795812842,-0.008370537122145012,-0.0016490137636567725,1.0,0.014,64,28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,numeraire,discount,-0.09352075915807455,-0.18809906559001632,-0.00628070718166743,1.0,0.0435,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,numeraire,premium,-0.06402969327335992,-0.2660939654332646,0.0939235580168385,1.0,0.4715,64,28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,global_control,discount,-0.010023458729003124,-0.08338487392254226,0.08962328964261647,1.0,0.817,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,global_control,premium,-0.12050624526857764,-0.31838037334795727,0.0692163803229677,1.0,0.2735,64,28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,total,discount,5.622144621030788,4.399346837437528,7.0498007340827336,1.0,0.0005,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,total,premium,10.186038372030684,8.123768003530655,13.111240276479943,1.0,0.0005,64,28
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,dominance,discount,10.891606693775142,-6.043580024222617,27.24714825079936,1.0,0.21,153,51
CAP,12,forest40,20260927,without_2026-02,5,5,217,64,153,55,dominance,premium,3.1785637480316047,-15.450810367423555,22.0800910262116,1.0,0.7435,64,28
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,local,discount,11.618200472007883,-4.096005783602238,23.593452936414735,1.0,0.104,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,local,premium,7.927182836374914,-8.815572879381673,29.091804145745755,1.0,0.405,22,8
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,basket_price,discount,-6.264804731195566,-19.607532127055876,12.130096273424826,1.0,0.4745,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,basket_price,premium,4.666689206575206,-15.141563467518163,19.710077941662185,1.0,0.544,22,8
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,basket_weights,discount,0.0013308180479484923,0.0005352982875985981,0.0020479525607504058,1.0,0.0005,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,basket_weights,premium,-0.0006671950875986152,-0.0019724685349828447,0.0008822487040511294,1.0,0.456,22,8
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,numeraire,discount,-0.1832140058343891,-0.3888386391415002,0.008994392797733834,1.0,0.0705,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,numeraire,premium,-0.07044428148510086,-0.5380564097500481,0.2196400589852117,1.0,0.723,22,8
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,global_control,discount,-2.135044278125301e-18,-0.07471878752585245,0.08993448979779246,1.0,0.992,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,global_control,premium,-0.055800262988175774,-0.10230048214498892,-0.03131647412601702,1.0,0.0165,22,8
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,total,discount,5.171512553025925,2.6668114137474044,7.959943199366595,1.0,0.0005,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,total,premium,12.466960303389055,7.505980120951378,18.704115230021586,1.0,0.0015,22,8
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,dominance,discount,17.88300520320345,-16.109544779345843,43.30620315613128,1.0,0.244,52,14
CAP,12,forest40,20260927,2026-03,5,5,74,22,52,14,dominance,premium,3.2604936297997087,-28.490330768775877,43.757352515504614,1.0,0.8495,22,8
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,local,discount,3.546161735272064,-4.97157100517239,12.151942205503728,1.0,0.4035,132,51
CAP,12,forest40,20260927,without_2026-03,5,5,201,69,132,60,local,premium,5.007814588761881,-4.0827845636942985,13.243002324613729,1.0,0.2545,69,33
